# Time-averaged data for fix msd_out
# TimeStep c_msd_c[4]
18485000 1.68027
18490000 1.58133
18495000 1.23732
18500000 1.54737
18505000 1.58941
18510000 1.56175
18515000 1.43965
18520000 1.47015
18525000 1.55505
18530000 2.10847
18535000 1.5013
18540000 1.62241
18545000 1.71255
18550000 1.73239
18555000 1.78827
18560000 1.65411
18565000 1.69269
18570000 1.90015
18575000 1.88565
18580000 1.83458
18585000 1.75434
18590000 1.64755
18595000 2.00869
18600000 1.64933
18605000 1.72986
18610000 1.83577
18615000 1.76495
18620000 1.75152
18625000 1.86336
18630000 1.67665
18635000 1.97907
18640000 2.05172
18645000 2.11503
18650000 1.50436
18655000 2.02908
18660000 1.94038
18665000 1.70489
18670000 1.94565
18675000 1.94013
18680000 1.84597
18685000 2.11694
18690000 1.93017
18695000 1.84635
18700000 1.6677
18705000 1.64792
18710000 1.75633
18715000 1.84547
18720000 1.49531
18725000 1.70394
18730000 1.78264
18735000 1.89847
18740000 1.95197
18745000 2.4687
18750000 1.65974
18755000 2.35012
18760000 1.64557
18765000 1.63001
18770000 1.7633
18775000 1.72169
18780000 2.04409
18785000 1.60366
18790000 1.92687
18795000 1.57917
18800000 1.85017
18805000 1.90578
18810000 1.81329
18815000 2.03587
18820000 1.80502
18825000 1.63086
18830000 1.43742
18835000 1.59015
18840000 1.98562
18845000 1.74175
18850000 1.60852
18855000 1.77658
18860000 1.74223
18865000 1.83168
18870000 1.62322
18875000 1.37349
18880000 1.62665
18885000 1.61984
18890000 1.53748
18895000 1.40682
18900000 1.74314
18905000 1.88964
18910000 1.72581
18915000 2.15253
18920000 1.56653
18925000 1.62191
18930000 1.56725
18935000 2.06716
18940000 1.61513
18945000 1.63269
18950000 2.05644
18955000 1.74908
18960000 1.5773
18965000 1.70619
18970000 1.73054
18975000 1.45018
18980000 2.08327
18985000 1.5277
18990000 1.69161
18995000 1.77229
19000000 1.71305
19005000 1.72651
19010000 1.51865
19015000 1.35304
19020000 1.8262
19025000 1.60929
19030000 1.60558
19035000 1.5181
19040000 1.35554
19045000 1.34881
19050000 1.76229
19055000 1.81933
19060000 1.61803
19065000 1.88362
19070000 1.66495
19075000 1.86375
19080000 1.98134
19085000 1.74851
19090000 1.7061
19095000 1.33436
19100000 2.34091
19105000 1.51973
19110000 1.61317
19115000 1.72429
19120000 1.7252
19125000 1.64981
19130000 1.95669
19135000 1.97856
19140000 1.96645
19145000 2.06246
19150000 1.64699
19155000 2.11832
19160000 1.64345
19165000 2.03262
19170000 1.67894
19175000 2.06571
19180000 1.85755
19185000 1.8198
19190000 1.82018
19195000 2.28159
19200000 2.36565
19205000 2.08138
19210000 1.95353
19215000 1.78603
19220000 1.7963
19225000 1.64664
19230000 1.44677
19235000 1.65473
19240000 1.77987
19245000 1.71935
19250000 1.4409
19255000 1.7107
19260000 1.54126
19265000 1.52446
19270000 1.6824
19275000 2.06595
19280000 1.6647
19285000 1.62314
19290000 1.46891
19295000 1.65573
19300000 1.53209
19305000 1.54189
19310000 1.96122
19315000 1.46299
19320000 1.63892
19325000 1.61619
19330000 1.50482
19335000 1.67628
19340000 1.61522
19345000 1.73905
19350000 1.60798
19355000 1.92176
19360000 1.77177
19365000 1.4175
19370000 1.99627
19375000 1.8975
19380000 1.52351
19385000 1.75334
19390000 1.65702
19395000 1.64993
19400000 1.69041
19405000 1.78821
19410000 1.55469
19415000 1.76447
19420000 1.74733
19425000 1.67713
19430000 1.68388
19435000 1.7769
19440000 2.21105
19445000 1.86822
19450000 1.93023
19455000 1.54885
19460000 1.72281
19465000 1.6496
19470000 1.90334
19475000 1.78922
19480000 2.14252
19485000 1.74121
19490000 1.81336
19495000 1.78267
19500000 1.91033
19505000 1.74216
19510000 1.41974
19515000 1.80926
19520000 1.73014
19525000 1.71463
19530000 1.76715
19535000 2.21636
19540000 1.78866
19545000 2.0325
19550000 1.75094
19555000 1.62199
19560000 2.04502
19565000 1.85293
19570000 1.39876
19575000 1.73228
19580000 1.24101
19585000 1.81347
19590000 1.43442
19595000 1.65858
19600000 1.55363
19605000 1.8181
19610000 2.07396
19615000 1.96491
19620000 1.7138
19625000 1.34938
19630000 1.75327
19635000 1.56765
19640000 1.57652
19645000 1.93177
19650000 1.82702
